	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	Condition
GO:0032637...263	GO:0032637	interleukin-8 production	32	-0.70241473109228	-2.10456235718216	3.26755727665544e-05	0.00543503693683688	0.00492856555895529	206	tags=22%, list=3%, signal=21%	TLR2/CD33/ANXA1/ZNF580/ELANE/BPI/CHI3L1	TramMCP1_vs_control
GO:0032677...264	GO:0032677	regulation of interleukin-8 production	32	-0.70241473109228	-2.10456235718216	3.26755727665544e-05	0.00543503693683688	0.00492856555895529	206	tags=22%, list=3%, signal=21%	TLR2/CD33/ANXA1/ZNF580/ELANE/BPI/CHI3L1	TramMCP1_vs_control
GO:0048024...265	GO:0048024	regulation of mRNA splicing, via spliceosome	81	-0.537552974614715	-1.92249398998172	3.53456155752562e-05	0.0056439878950569	0.00511804513529709	1431	tags=43%, list=22%, signal=34%	SNRNP70/DDX17/RAVER1/SFSWAP/SMU1/SNW1/DYRK1A/HSPA8/PRPF19/HNRNPU/QKI/CLNS1A/SRSF7/RBM8A/ZBTB7A/TIA1/RBM15B/HNRNPL/SF1/TRA2B/SRSF10/DDX5/PUF60/DAZAP1/NPM1/PRDX6/HNRNPK/SRSF2/NCL/RBMX/CIRBP/PTBP1/HNRNPA1/HNRNPA2B1/RBM3	TramMCP1_vs_control
GO:0001914...266	GO:0001914	regulation of T cell mediated cytotoxicity	18	0.776016058629633	2.15054489703133	3.73347665554802e-05	0.00573232261882604	0.00519814826657071	245	tags=22%, list=4%, signal=21%	HLA-DRA/FCGR2B/HLA-DRB1/RIPK3	TramMCP1_vs_control
GO:0002703...267	GO:0002703	regulation of leukocyte mediated immunity	99	0.474001377413403	1.86141167500709	4.56154824841509e-05	0.00674433355839742	0.00611585357750467	1273	tags=36%, list=19%, signal=30%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/SCIMP/CADM1/IL4I1/GAB2/RIPK3/UNC13D/DUSP22/CRK/PTPN6/FES/CD84/AHR/SLC15A4/KLRK1/TRAF2/STX7/BTK/PLCG2/LYN/ARRB2/HLA-A/LILRB4/AP1G1/RABGEF1/FBXO38/TRPM4/MALT1/C12orf4/PDPK1/B2M/STAT5B/SASH3	TramMCP1_vs_control
GO:0071826...268	GO:0071826	ribonucleoprotein complex subunit organization	186	-0.426641016316067	-1.70133408889809	4.93494875095642e-05	0.00703582693350644	0.00638018374230794	2316	tags=53%, list=35%, signal=36%	CPSF6/SF3A1/SNRPA1/SLU7/SNRNP200/CELF2/RPS28/MRPL20/STRAP/SF3B5/MCTS1/RPL5/DDX23/PHF5A/RBMX2/PRPF18/RPS27/EIF3J/PRPF31/RPL38/RRP7A/CD2BP2/CRNKL1/EIF3D/EIF3H/NOP53/DDX46/NOP2/FASTKD2/RPS14/NUDT21/DENR/SF3B3/SNRPE/EIF3F/RPL10/AGO1/PRPF8/ISY1/DDX20/RPS15/DNAJC17/EIF2S2/DDX28/USP39/PIH1D1/EIF3G/DHX30/EIF4B/SF3B2/SF3A2/SFSWAP/RPL23A/LUC7L/PRPF39/CPSF7/VCP/PRPF3/EIF3K/SNRPF/AGO2/TXNL4A/EIF3M/RPS19/PRPF19/NLE1/SF3A3/RPS5/SF3B1/DDX1/EIF3C/CLNS1A/ZFAND1/LUC7L3/SF3B6/EIF3B/POLR2D/HSP90AA1/GCFC2/SNRPD1/SNRPD2/RPF2/SF1/EIF3A/EIF4H/RPL6/HSP90AB1/SNRPG/EIF3I/SRSF10/PUF60/RPLP0/SRSF1/XRCC5/LSM4/RBMX/GEMIN7/SNRPB/RRP7BP	TramMCP1_vs_control
GO:0022613...269	GO:0022613	ribonucleoprotein complex biogenesis	402	-0.359958931569626	-1.57063288278508	5.68787168698389e-05	0.007829649577393	0.00710003293340747	2527	tags=52%, list=38%, signal=34%	DHX9/GTPBP10/NOB1/SNRPD3/UTP4/TRMT61B/ERI3/RPP38/HEATR3/SRPK1/UTP3/RPL7/SRSF9/WDR74/BMS1/GEMIN5/RAN/GTPBP4/SNU13/RPL7L1/NIFK/MPHOSPH10/C1QBP/UTP15/REXO4/NOM1/EXOSC1/RPUSD3/CPSF6/SF3A1/SPATA5L1/SNRPA1/SLU7/NOP56/EIF4A3/SNRNP200/CELF2/MTREX/RPS28/DDX56/MRPL20/STRAP/SBDS/SF3B5/MCTS1/RPL5/DDX23/PHF5A/GNL2/RIOK2/RBMX2/PRPF18/RPS27/EIF3J/PRPF31/MYBBP1A/MTG2/DDX52/RPS7/RPL7A/RPL38/RRP7A/CD2BP2/CRNKL1/GNL3L/EIF3D/MTERF3/EIF3H/FCF1/WDR3/NOP53/DDX46/NOP2/FASTKD2/ESF1/RPS14/NUDT21/DENR/SF3B3/USP36/DDX18/SNRPE/EIF3F/TSR1/EXOSC9/DDX10/RPL10/AGO1/DDX47/IMP3/PRPF8/EXOSC8/ISY1/DDX20/RPS15/DDX49/RIOK1/RRP36/PA2G4/EIF2S2/UTP11/NOP58/PIN4/DDX28/USP39/PIH1D1/DIS3/EMG1/WBP11/DDX54/EIF3G/DHX30/EIF4B/WDR43/SF3B2/SURF6/DDX17/XRN2/SF3A2/SFSWAP/RPS6/DIMT1/RPL23A/POP7/LUC7L/PRPF39/GTF2H5/CPSF7/ISG20L2/NOL11/MPHOSPH6/METTL5/PRPF3/EIF3K/SNRPF/EXOSC3/RPP40/AGO2/TXNL4A/EIF3M/SRFBP1/RPS19/PRPF19/YTHDF2/RPS8/WDR46/NOL6/NLE1/SF3A3/NGDN/RPS5/DKC1/SF3B1/LSM6/EXOSC6/UTP18/DDX1/EIF3C/DCAF13/IMP4/CLNS1A/LUC7L3/RPL35A/RPS24/SF3B6/EIF3B/RPL26L1/POLR2D/RRP9/RPP25/HSP90AA1/KRR1/GCFC2/SNRPD1/SNRPD2/TMA16/RSL1D1/RPF2/RPL27/SF1/EIF3A/EIF4H/RPF1/RPL6/HSP90AB1/ABCE1/RPL26/SNRPG/EIF3I/PINX1/EXOSC5/SRSF10/PUF60/NPM1/GAR1/LYAR/RPLP0/SRSF1/XRCC5/DDX21/LSM4/RBMX/GLUL/GEMIN7/RPL14/NOP10/C1orf109/SNRPB/RRP7BP	TramMCP1_vs_control
GO:0016042...270	GO:0016042	lipid catabolic process	128	0.438582127628603	1.79055513696012	6.25871746126801e-05	0.00832826670179396	0.00755218573659673	1072	tags=34%, list=16%, signal=29%	CYP27A1/ENPP2/APOE/APOC1/APOC3/NAAA/PCCB/ECI1/PCCA/SIRT2/MGLL/PHYH/IVD/PLCB2/EHHADH/DDHD2/ACAA1/MCEE/ECH1/ECHS1/HINT2/BDH2/HADHB/SLC25A17/PLA2G15/PCK2/FUCA1/HEXB/ACADS/OXCT1/PLA2G4A/PLCG2/HADHA/NUDT19/AKT2/GPCPD1/ACOT8/CRTC3/ABHD12/GALC/ABCD1/AKT1/CYP1B1/ETFDH	TramMCP1_vs_control
GO:0030162...271	GO:0030162	regulation of proteolysis	313	0.345137551826757	1.56067606880146	6.602719186621e-05	0.00850259838483581	0.00771027208244129	877	tags=22%, list=13%, signal=20%	AHSG/VTN/F2/SERPINB6/SERPINB8/SPINT2/PTK2/IFI16/APOE/HMSD/PARL/ANXA2/TFPI/HSF1/ITIH2/CD109/PRKACB/RPS6KA3/GABARAPL2/PRNP/SUMO2/UBQLN2/ASPH/CTSZ/PSMB9/PLAU/SIRT2/SMAD3/RNF14/STUB1/BAX/TIMP1/RHBDF2/NAIP/S100A10/ADAM9/CAST/BCL2L12/PTEN/PYCARD/CASP1/CASP8/CASP10/ZER1/INPP5B/CASP9/USP13/PCID2/RFFL/PTK2B/ITCH/ARL6IP1/UBE2Z/GSK3B/SPINT1/PSME2/ECM1/PBK/GLG1/HDAC6/MICAL1/CYFIP2/ZYG11B/LYN/AGTPBP1/CSTB/CDC20/CDK2/SNX12/ARRB2	TramMCP1_vs_control
GO:0042060...272	GO:0042060	wound healing	160	0.417334138177951	1.75205678518326	9.22765600425518e-05	0.0115115008653083	0.0104387858548137	426	tags=21%, list=6%, signal=20%	CD59/VTN/F2/PF4V1/CD36/PTK2/PLG/APOE/ANXA6/ANXA2/TFPI/MYOF/ITPK1/CD109/RHOC/PIK3CA/PLAU/CLASP2/DGKA/ALOX5/CHMP5/TEC/RAP2B/HBB/SMAD3/CHMP7/TIMP1/GNAS/S100A10/CRK/PTPN6/ACTA2/FGFR1OP2/PTEN	TramMCP1_vs_control
GO:0006631...273	GO:0006631	fatty acid metabolic process	168	0.39622884093855	1.67637619260065	0.000102672530566527	0.0124202649097447	0.0112628654742675	1072	tags=32%, list=16%, signal=27%	THEM4/CD36/AKR1B1/CD74/GGT1/APOC1/GGT5/GSTM2/APOC3/DBI/NAAA/PRKAR2B/PCCB/ECI1/ACSL3/PCCA/MGLL/PHYH/ALOX5/IVD/ACADSB/PDK1/EHHADH/CBR4/ACAA1/PRKAG2/MCEE/ECH1/ECHS1/HSD17B8/HTD2/BDH2/HADHB/SLC25A17/MSMO1/PLA2G15/PCK2/ACADS/ACSS1/ACSL4/PLA2G4A/ALDH3A2/HADHA/NUDT19/AKT2/ACOT8/ABHD12/ACOT1/ABCD1/AKT1/CYP1B1/GPX1/ETFDH	TramMCP1_vs_control
GO:0044255...274	GO:0044255	cellular lipid metabolic process	383	0.322914460877157	1.49827283622601	0.000108770867154432	0.0127709794611909	0.0115808982087954	973	tags=25%, list=15%, signal=23%	THEM4/ENPP2/CD36/AKR1B1/APOE/CD74/GGT1/APOC1/GGT5/GSTM2/APOC3/DBI/NAAA/DHRS4/SLC44A1/TTR/ALDH3B1/PCYT2/PRKAR2B/PCCB/LSS/PIK3CA/ECI1/ACSL3/PCCA/UVRAG/SIRT2/MGLL/BECN1/PHYH/DGKA/ALOX5/SOAT1/IVD/ACADSB/PDK1/PLCB2/EHHADH/BAX/DDHD2/CBR4/ACAA1/PCYT1B/PRKAG2/MCEE/ECH1/ECHS1/SCPEP1/HSD17B8/PI4KA/PIP4K2A/PTEN/HTD2/BDH2/INPP5K/HADHB/SLC25A17/INPP5B/MSMO1/RNF213/PLA2G15/RFT1/PCK2/FUCA1/PIK3R4/SOCS2/HEXB/CHKA/ACADS/PI4K2A/ACSS1/PIK3C2A/ACSL4/PMVK/SIRT3/MTMR1/TTC7A/PLA2G4A/ALDH3A2/PLCG2/HADHA/ABHD11/RDH11/NUDT19/ATM/AKT2/GPCPD1/ALG8/CDIPT/ACOT8/ABHD12/GALC/ACOT1/SERINC1/PIK3CD/ABCD1	TramMCP1_vs_control
GO:0002478...275	GO:0002478	antigen processing and presentation of exogenous peptide antigen	19	0.745873257519341	2.09508564890592	0.00012349815198752	0.0133244492630859	0.0120827921674276	256	tags=32%, list=4%, signal=30%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74/IKBKB	TramMCP1_vs_control
GO:0046395...276	GO:0046395	carboxylic acid catabolic process	125	0.436579598428968	1.78653996141454	0.00011753903416046	0.0133244492630859	0.0120827921674276	1293	tags=44%, list=20%, signal=36%	KYNU/IL4I1/DCXR/QPRT/PCCB/ECI1/PCCA/PHYH/GSTZ1/IVD/ACADSB/MCCC1/EHHADH/ALDH4A1/ACAA1/MCEE/ECH1/ECHS1/ASRGL1/BDH2/MTHFS/HADHB/SLC25A17/DBT/PLA2G15/ACAD8/BCAT2/PCK2/GCSH/ACADS/NAGK/HMGCL/DLST/HADHA/AMDHD2/NUDT19/MCCC2/AKT2/SHMT2/ACOT8/ALDH6A1/HAAO/ABCD1/DLD/HIBADH/AKT1/ETFDH/RIDA/ATP2B4/FAAH/AKR1A1/ACOX3/GLUD1/ACOX1/NUDT8	TramMCP1_vs_control
GO:0016054...277	GO:0016054	organic acid catabolic process	128	0.427445230244206	1.7450876462321	0.000122705585112569	0.0133244492630859	0.0120827921674276	1293	tags=43%, list=20%, signal=35%	KYNU/IL4I1/DCXR/QPRT/PCCB/ECI1/PCCA/PHYH/GSTZ1/IVD/ACADSB/MCCC1/EHHADH/ALDH4A1/ACAA1/MCEE/ECH1/ECHS1/ASRGL1/BDH2/MTHFS/HADHB/SLC25A17/DBT/PLA2G15/ACAD8/BCAT2/PCK2/GCSH/ACADS/NAGK/HMGCL/DLST/HADHA/AMDHD2/NUDT19/MCCC2/AKT2/SHMT2/ACOT8/ALDH6A1/HAAO/ABCD1/DLD/HIBADH/AKT1/ETFDH/RIDA/ATP2B4/FAAH/AKR1A1/ACOX3/GLUD1/ACOX1/NUDT8	TramMCP1_vs_control
GO:0022618...278	GO:0022618	ribonucleoprotein complex assembly	179	-0.431053991732014	-1.71031025353506	0.000141999246382961	0.0145348972195072	0.0131804428693928	2316	tags=54%, list=35%, signal=36%	CPSF6/SF3A1/SNRPA1/SLU7/SNRNP200/CELF2/RPS28/MRPL20/STRAP/SF3B5/MCTS1/RPL5/DDX23/PHF5A/RBMX2/PRPF18/RPS27/EIF3J/PRPF31/RPL38/RRP7A/CD2BP2/CRNKL1/EIF3D/EIF3H/NOP53/DDX46/NOP2/FASTKD2/RPS14/NUDT21/DENR/SF3B3/SNRPE/EIF3F/RPL10/AGO1/PRPF8/ISY1/DDX20/RPS15/EIF2S2/DDX28/USP39/PIH1D1/EIF3G/DHX30/EIF4B/SF3B2/SF3A2/SFSWAP/RPL23A/LUC7L/PRPF39/CPSF7/PRPF3/EIF3K/SNRPF/AGO2/TXNL4A/EIF3M/RPS19/PRPF19/NLE1/SF3A3/RPS5/SF3B1/DDX1/EIF3C/CLNS1A/LUC7L3/SF3B6/EIF3B/POLR2D/HSP90AA1/GCFC2/SNRPD1/SNRPD2/RPF2/SF1/EIF3A/EIF4H/RPL6/HSP90AB1/SNRPG/EIF3I/SRSF10/PUF60/RPLP0/SRSF1/XRCC5/LSM4/RBMX/GEMIN7/SNRPB/RRP7BP	TramMCP1_vs_control
GO:0019752...279	GO:0019752	carboxylic acid metabolic process	429	0.314425076896196	1.46885438789471	0.000139466576460529	0.0145348972195072	0.0131804428693928	1081	tags=26%, list=16%, signal=23%	CYP27A1/THEM4/CD36/KYNU/AKR1B1/CD74/OGDHL/GGT1/DHTKD1/APOC1/GGT5/IL4I1/GSTM2/APOC3/DBI/NAAA/PFKM/DCXR/PRKAR2B/QPRT/PCCB/ECI1/ACSL3/PCCA/MGLL/MPC2/DPYD/PHYH/GSTZ1/ALOX5/IVD/ACADSB/MCCC1/PDK1/EHHADH/ALDH4A1/CBR4/ACAA1/NAIP/PC/HARS2/PRKAG2/MCEE/ECH1/ECHS1/SCPEP1/HSD17B8/ASRGL1/HTD2/PYCARD/CASP1/BPHL/BDH2/MTHFS/HADHB/FBP1/SLC25A17/MSMO1/DBT/GAMT/PLA2G15/ACAD8/BCAT2/PCK2/GCSH/PGM1/ACADS/ACSS1/MTHFR/SLC25A12/ACSL4/NAGK/OGDH/HMGCL/PLA2G4A/ALDH3A2/DLST/HADHA/AMDHD2/TIGAR/IDH3G/NUDT19/MCCC2/AKT2/IDH3B/SDHB/SHMT2/PYCR2/SLC25A13/MTHFD2/PFKL/PDHB/IDH2/ACOT8/EARS2/ABHD12/ACOT1/ALDH6A1/HAAO/ABCD1/DLD/OSBPL9/IDH3A/HIBADH/AKT1/CYP1B1/RPTOR/GPX1/MARS2/ETFDH/RIDA	TramMCP1_vs_control
GO:0048002...280	GO:0048002	antigen processing and presentation of peptide antigen	30	0.652559779534438	2.07525837812404	0.000151543414510292	0.0151240327681271	0.0137146790131814	674	tags=33%, list=10%, signal=30%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74/IKBKB/ERAP2/PYCARD/TAPBP/IFI30	TramMCP1_vs_control
GO:0032102...281	GO:0032102	negative regulation of response to external stimulus	125	0.433640393778253	1.77451235732544	0.000156008161813497	0.0151898678526703	0.0137743791649966	426	tags=18%, list=6%, signal=18%	FCGR2B/FGL2/HLA-DRB1/VTN/F2/SAMHD1/PLG/IFI16/APOE/ANXA2/TFPI/ADA/CD109/HCK/PLAU/SIRT2/CLASP2/ALOX5/SMAD3/RHBDF2/CRK/TRIM38/PTEN	TramMCP1_vs_control
GO:0050819...282	GO:0050819	negative regulation of coagulation	15	0.781451894106534	2.06897707224985	0.000183077949638006	0.0174011232132123	0.0157795756592757	224	tags=47%, list=3%, signal=45%	VTN/F2/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
GO:0019886...283	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	13	0.807034023620793	2.05536375261417	0.000207479558048324	0.0180452963363634	0.0163637206256602	52	tags=38%, list=1%, signal=38%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	TramMCP1_vs_control
GO:0033120...284	GO:0033120	positive regulation of RNA splicing	30	-0.679401038316181	-2.00729487503368	0.000197268033100103	0.0180452963363634	0.0163637206256602	1431	tags=53%, list=22%, signal=42%	SNRNP70/SNW1/DYRK1A/HSPA8/PRPF19/RBM22/HSPA1A/CLNS1A/TRA2B/DAZAP1/PRDX6/SLC38A2/NCL/RBMX/CIRBP/RBM3	TramMCP1_vs_control
GO:0061041...285	GO:0061041	regulation of wound healing	37	0.604903624107518	1.97196802359492	0.000207936781431041	0.0180452963363634	0.0163637206256602	426	tags=43%, list=6%, signal=41%	VTN/F2/CD36/PTK2/PLG/APOE/ANXA2/TFPI/CD109/PLAU/CLASP2/ALOX5/SMAD3/CRK/ACTA2/PTEN	TramMCP1_vs_control
GO:0097529...286	GO:0097529	myeloid leukocyte migration	75	-0.535644464213578	-1.88503958229	0.000198917695597926	0.0180452963363634	0.0163637206256602	345	tags=29%, list=5%, signal=28%	SELENOK/SIRPA/VAV1/CD300A/CD9/BST1/P2RX4/PPIB/SPI1/CD47/SWAP70/S100A8/CAMK1D/AIF1/CCL5/PDE4B/ANXA1/PRTN3/CTSG/AZU1/S100A9/EPX	TramMCP1_vs_control
GO:0002504...287	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	15	0.775725207369708	2.05381505952993	0.000224045835141847	0.0190295951890692	0.0172562962385848	52	tags=33%, list=1%, signal=33%	HLA-DRA/HLA-DRB3/FCGR2B/HLA-DRB1/CD74	TramMCP1_vs_control
GO:0019883...288	GO:0019883	antigen processing and presentation of endogenous antigen	16	0.772104663479784	2.06298561950415	0.000239168817705214	0.0195018065343617	0.0176845039214402	573	tags=31%, list=9%, signal=29%	HLA-DRA/HLA-DRB1/CD74/ERAP2/TAPBP	TramMCP1_vs_control
GO:0052548...289	GO:0052548	regulation of endopeptidase activity	162	0.388547754131628	1.62745061519989	0.00023937588180955	0.0195018065343617	0.0176845039214402	750	tags=22%, list=11%, signal=20%	AHSG/VTN/SERPINB6/SERPINB8/SPINT2/IFI16/HMSD/ANXA2/TFPI/HSF1/ITIH2/CD109/RPS6KA3/PRNP/ASPH/PSMB9/SMAD3/BAX/TIMP1/RHBDF2/NAIP/CAST/BCL2L12/PYCARD/CASP1/CASP8/CASP10/CASP9/PCID2/RFFL/ARL6IP1/UBE2Z/SPINT1/PSME2/MICAL1/CYFIP2	TramMCP1_vs_control
GO:0001817...290	GO:0001817	regulation of cytokine production	267	-0.380531516003484	-1.59215015647511	0.000252351744087853	0.0201477632479742	0.0182702662719606	898	tags=21%, list=14%, signal=19%	ATG12/SOD1/EIF2AK2/CD55/HSP90AA1/PNP/TIA1/ATF2/SELENOK/SIRPA/TGFB1/NFKBIL1/AKAP8/HSP90AB1/TNFAIP3/GLMN/HMGB2/RUNX1/ATP6AP2/PSEN1/SPN/BAP1/G3BP1/SPTBN1/TRIM16/DDX21/UBE2J1/INPP5D/MBP/SRGN/RGCC/HDAC2/TLR2/LAPTM5/CD47/TUSC2/CD33/AIF1/PDE4B/HOMER3/ANXA1/HK1/CYBB/PPP1R11/ZNF580/MNDA/BATF/GBP5/BANF1/AZU1/ELANE/RAB7B/BPI/PRG2/CHI3L1/EPX	TramMCP1_vs_control
GO:0032717	GO:0032717	negative regulation of interleukin-8 production	10	-0.869846114688571	-1.97541214089231	0.000276025455147658	0.0216057571950873	0.0195923950516573	136	tags=40%, list=2%, signal=39%	CD33/ANXA1/ELANE/BPI	TramMCP1_vs_control
GO:0043484...292	GO:0043484	regulation of RNA splicing	128	-0.450343041401788	-1.70892259623017	0.000289917230810125	0.0218367846300758	0.0198018938779746	1440	tags=35%, list=22%, signal=28%	PQBP1/SNRNP70/DDX17/RAVER1/SFSWAP/SMU1/SNW1/DYRK1A/HSPA8/PRPF19/HNRNPU/RBM22/QKI/HSPA1A/CLNS1A/SRSF7/RBM8A/ZBTB7A/TADA3/TIA1/RBM15B/HNRNPL/SF1/ATXN7L3/TRA2B/HNRNPF/SRSF10/RPS13/DDX5/PUF60/DAZAP1/NPM1/PRDX6/SRSF1/HNRNPH1/SLC38A2/HNRNPK/SRSF2/NCL/RBMX/CIRBP/PTBP1/HNRNPA1/HNRNPA2B1/RBM3	TramMCP1_vs_control
GO:0001816...293	GO:0001816	cytokine production	271	-0.37489926596541	-1.57599759507633	0.000286897266339959	0.0218367846300758	0.0198018938779746	898	tags=21%, list=14%, signal=19%	ATG12/SOD1/EIF2AK2/CD55/HSP90AA1/PNP/TIA1/ATF2/SELENOK/SIRPA/TGFB1/NFKBIL1/AKAP8/HSP90AB1/TNFAIP3/GLMN/HMGB2/RUNX1/ATP6AP2/PSEN1/SPN/BAP1/G3BP1/SPTBN1/TRIM16/DDX21/UBE2J1/INPP5D/MBP/SRGN/RGCC/HDAC2/TLR2/LAPTM5/CD47/TUSC2/CD33/AIF1/PDE4B/HOMER3/ANXA1/HK1/CYBB/PPP1R11/ZNF580/MNDA/BATF/GBP5/BANF1/AZU1/ELANE/RAB7B/BPI/PRG2/CHI3L1/EPX	TramMCP1_vs_control
GO:0031341...294	GO:0031341	regulation of cell killing	36	0.613645336453209	1.99638744814598	0.000324617716907973	0.0235888893718753	0.0213907263342156	376	tags=19%, list=6%, signal=18%	HLA-DRA/CD59/FCGR2B/HLA-DRB1/CADM1/RIPK3/CRK	TramMCP1_vs_control
GO:0050684...295	GO:0050684	regulation of mRNA processing	106	-0.470905094356898	-1.7457428365199	0.000324997223309905	0.0235888893718753	0.0213907263342156	1458	tags=39%, list=22%, signal=31%	SNRPA/SNRNP70/DDX17/RAVER1/SFSWAP/CPSF7/SMU1/SNW1/DYRK1A/HSPA8/PRPF19/SAFB/HNRNPU/QKI/CLNS1A/SRSF7/RBM8A/ZBTB7A/TIA1/RBM15B/SAFB2/HNRNPL/SF1/IWS1/TRA2B/SRSF10/NCBP2/DDX5/PUF60/DAZAP1/NPM1/PRDX6/HNRNPK/SRSF2/NCL/RBMX/CIRBP/PTBP1/HNRNPA1/HNRNPA2B1/RBM3	TramMCP1_vs_control
GO:0009620	GO:0009620	response to fungus	21	-0.718877320080991	-1.93629687244622	0.000340631825395685	0.0238561797715715	0.0216331089110944	204	tags=33%, list=3%, signal=32%	SPI1/S100A8/DEFA4/CTSG/ELANE/S100A9/MPO	TramMCP1_vs_control
GO:0098542...297	GO:0098542	defense response to other organism	396	-0.336827446631921	-1.46663711564773	0.000339418033053629	0.0238561797715715	0.0216331089110944	731	tags=17%, list=11%, signal=16%	SELENOK/SIRPA/VAV1/SLFN13/AKAP8/OTUD4/TNFAIP3/HMGB2/PSPC1/G3BP2/GBP2/APOBEC3G/EXOSC5/VAMP8/NONO/TNFAIP8L2/DDX60L/SPN/TRIM28/GRN/G3BP1/FBXO9/LYAR/ECSIT/SERPING1/HMGB3/XRCC5/BNIP3/DDX21/TRIM13/TUBB/MLKL/FAU/ARMC5/TLR2/SPI1/CD47/PLSCR1/ASS1/TUSC2/ILF3/S100A8/CDC37/DEFA4/RNASE3/AIF1/CCL5/ANXA1/HK1/ACTG1/CYBB/PPP1R11/PRTN3/MNDA/BATF/CTSG/GBP5/BANF1/AZU1/ELANE/S100A9/KLK3/RAB7B/BPI/MPO/PRG2/EPX	TramMCP1_vs_control
GO:0030195...298	GO:0030195	negative regulation of blood coagulation	14	0.788105944123143	2.04598243165706	0.000383402832489813	0.0246861952790215	0.0223857782840826	224	tags=50%, list=3%, signal=48%	VTN/F2/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
GO:1900047...299	GO:1900047	negative regulation of hemostasis	14	0.788105944123143	2.04598243165706	0.000383402832489813	0.0246861952790215	0.0223857782840826	224	tags=50%, list=3%, signal=48%	VTN/F2/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
GO:0044242...300	GO:0044242	cellular lipid catabolic process	99	0.438493427888484	1.72197133801499	0.000382207903729046	0.0246861952790215	0.0223857782840826	1072	tags=37%, list=16%, signal=32%	ENPP2/APOC1/APOC3/PCCB/ECI1/PCCA/SIRT2/MGLL/PHYH/IVD/EHHADH/DDHD2/ACAA1/MCEE/ECH1/ECHS1/BDH2/HADHB/SLC25A17/PLA2G15/PCK2/FUCA1/HEXB/ACADS/PLA2G4A/PLCG2/HADHA/NUDT19/AKT2/GPCPD1/ACOT8/ABHD12/GALC/ABCD1/AKT1/CYP1B1/ETFDH	TramMCP1_vs_control
GO:0050878	GO:0050878	regulation of body fluid levels	127	0.415939872151439	1.70519896225193	0.000379269064929162	0.0246861952790215	0.0223857782840826	853	tags=26%, list=13%, signal=23%	CD59/VTN/F2/PF4V1/CD36/PLG/AKR1B1/APOE/ANXA2/TFPI/ITPK1/ADA/PRKACB/ZNF385A/PIK3CA/PLAU/DGKA/TEC/RAP2B/HBB/GNAS/PTPN6/INPP5K/BLOC1S6/SOCS2/STK39/PLA2G4A/PLCG2/FERMT3/HSPB1/LYN/ILK/CYBA	TramMCP1_vs_control
GO:0044092...302	GO:0044092	negative regulation of molecular function	435	0.298559670113976	1.39865821526974	0.000360172788117393	0.0246861952790215	0.0223857782840826	1314	tags=27%, list=20%, signal=23%	AHSG/VTN/SERPINB6/SERPINB8/PPP1R14C/SPINT2/IFI16/APOE/HMSD/ANXA2/GCHFR/TFPI/APOC1/GSTM2/APOC3/GMFB/MVP/ITIH2/CD109/RPS6KA3/PRKAR2B/PRNP/IQGAP2/SORT1/CTSZ/IKBKB/ERBIN/SUMO3/DUSP22/STUB1/BAX/TIMP1/NAIP/PRKAG2/EIF2AK4/PTPN6/PIP4K2A/CAST/BCL2L12/PTEN/PYCARD/CALM1/INPP5K/PPP2R5A/C9orf72/FRY/PCID2/RFFL/AIP/GEMIN2/BUB1B/MBIP/ITCH/ARL6IP1/STK39/UBE2Z/KLRK1/GSK3B/SPINT1/IRAK1/ECM1/RGS14/IPO7/ACTN2/RBCK1/HDAC6/GSKIP/NFKB1/MICAL1/ATP2A2/CORO1C/HSPB1/LYN/CSTB/PARP10/CDC20/MEN1/CBLB/HRAS/CDKN1B/ARRB2/WAPL/PPP1R14B/CARD16/CPNE1/LILRB4/EGLN1/AKAP9/USP7/AKT1/STK38/CYP1B1/RAP1GDS1/AKT1S1/RPTOR/GPX1/ATP2B4/DNAJC3/NUP62/JAK2/PRPSAP2/SFN/CSK/IQGAP1/MAD2L1/ITGA4/BAG4/PDPK1/GSK3A/B2M/SLC39A14/NQO1/DEPTOR/PLK1/LRRC14/CPEB2/BTAF1/AURKB	TramMCP1_vs_control
GO:0030193...303	GO:0030193	regulation of blood coagulation	18	0.723063499539004	2.00379940836425	0.000417118004091535	0.0252750401257846	0.022919750815466	224	tags=44%, list=3%, signal=43%	VTN/F2/CD36/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
GO:1900046...304	GO:1900046	regulation of hemostasis	18	0.723063499539004	2.00379940836425	0.000417118004091535	0.0252750401257846	0.022919750815466	224	tags=44%, list=3%, signal=43%	VTN/F2/CD36/PLG/APOE/ANXA2/TFPI/PLAU	TramMCP1_vs_control
